brand,model,model_year,mileage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price
Mercedes-benz,Maybach S S 600,2016,18069,Gasoline,Automatic,Black,Black,None reported,Yes,79999
Kia,Sportage LX,2023,13000,Gasoline,Automatic,White,Black,None reported,Yes,31900
Porsche,911 Turbo Cabriolet,2008,51000,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,69500
Hummer,H3 Base,2007,137333,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,10000
Buick,LaCrosse Leather,2014,125559,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,11200
Chevrolet,Silverado 1500 High Country,2020,88161,Gasoline,Automatic,Iridescent pearl tricoat,Jet black,At least 1 accident or damage reported,Yes,48889
Toyota,4Runner SR5,2016,101900,Gasoline,Automatic,Black,Black,None reported,Yes,29000
Cadillac,Escalade ESV Luxury,2015,159500,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,18800
Ford,Expedition EL XLT,2017,182000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,16500
Ford,Expedition EL Limited,2017,81000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,27000
BMW,335 is,2011,82000,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,20000
Ford,F-150 XLT,2012,207100,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,15000
Land,Rover Range Rover Sport P400 SE Dynamic,2023,450,Hybrid,Automatic,Blue,Black,None reported,Yes,124000
Porsche,Panamera Edition,2016,77945,Gasoline,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,30000
BMW,M240 i,2017,37100,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,26125
Maserati,Quattroporte Base,2006,51000,Gasoline,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,18000
Ford,F-150 XLT,2017,94000,Gasoline,Automatic,White,Black,None reported,Yes,26000
Land,Rover Discovery S,2003,121886,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,6000
Ford,F-250 XLT Crew Cab Super Duty,2008,157500,Gasoline,Automatic,Green,Gray,At least 1 accident or damage reported,Yes,15000
Ford,Taurus SHO,2014,138415,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,15500
Land,Rover Range Rover Sport HSE,2012,110000,Gasoline,Automatic,Silver,Black,None reported,Yes,10200
GMC,Sierra 1500 SLT,2021,12941,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,51500
BMW,335 i xDrive,2009,69764,Gasoline,Manual,Black,Black,None reported,Yes,19500
Audi,S4 3.0T Premium Plus,2018,26500,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,38000
Audi,A5 2.0T Prestige,2018,35850,Gasoline,Automatic,White,Black,None reported,Yes,33000
Mazda,Mazda3 s Sport,2008,77700,Gasoline,Manual,Red,Black,None reported,Yes,6300
Jaguar,E-PACE 300 Sport,2021,23600,Hybrid,Automatic,Black,Black,None reported,Yes,42999
Toyota,Celica GT,2001,122000,Gasoline,Manual,Blue,Gray,None reported,Yes,7800
Ford,Excursion Limited 4WD,2003,245000,Diesel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,17999
Porsche,718 Spyder Base,2022,4700,Gasoline,Manual,White,Black,None reported,Yes,134000
Subaru,WRX STI Base,2016,84100,Gasoline,Manual,Gray,Black,None reported,Yes,34000
Audi,A6 45 Premium Plus,2021,33000,Hybrid,Automatic,Black,Black,None reported,Yes,40000
Mercedes-benz,AMG GT R,2018,3811,Gasoline,Automatic,Black,Black,None reported,Yes,148500
Audi,S4 3.0T Premium Plus,2013,139355,Gasoline,Automatic,Black,Black,None reported,Yes,20900
Lotus,Evora Base,2010,9100,Gasoline,Manual,Black,White,None reported,Yes,55000
Mercedes-benz,S-Class S 560 4MATIC,2019,10500,Gasoline,Automatic,Silver,Brown,None reported,Yes,77900
BMW,M3 Competition,2021,33500,Gasoline,Automatic,Gray,Black,None reported,Yes,71000
BMW,435 i,2014,126500,Gasoline,Automatic,White,Black,None reported,Yes,15000
Land,Rover Range Rover Evoque HSE Dynamic,2016,79000,Gasoline,Automatic,Red,Red,None reported,Yes,24000
Porsche,911 Targa 4 GTS,2018,19000,Gasoline,Automatic,Gray,Black,None reported,Yes,145000
RAM,3500 Tradesman,2021,57000,Diesel,Automatic,Blue,Gray,None reported,Yes,52000
Mercedes-benz,SL-Class SL500 Roadster,2005,127000,Gasoline,Automatic,White,Beige,None reported,Yes,14000
Lexus,SC 430 Base,2002,89500,Gasoline,Automatic,Black,Black,None reported,Yes,15999
Chevrolet,Silverado 1500 Base,2000,97000,Gasoline,Automatic,White,Gray,None reported,Yes,27500
Buick,Enclave Avenir,2021,31181,Gasoline,Automatic,Rich garnet metallic,Chestnut,At least 1 accident or damage reported,Yes,42442
Chevrolet,Suburban Premier,2019,44800,Gasoline,Automatic,Black,Black,None reported,Yes,52500
Ford,Transit-350 Base,2015,150000,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,17100
INFINITI,QX60 Luxe,2020,38400,Gasoline,Automatic,Blue,Beige,None reported,Yes,32100
Bentley,Continental GTC Base,2008,7960,Gasoline,Automatic,White,White,None reported,Yes,81500
Nissan,350Z Enthusiast,2007,117000,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,9975
Mclaren,570S Base,2017,30200,Gasoline,Transmission w/Dual Shift Mode,Orange,Black,None reported,Yes,139000
Land,Rover Range Rover 5.0L Supercharged,2015,110000,E85 Flex Fuel,Automatic,Black,–,At least 1 accident or damage reported,Yes,26499
BMW,X5 xDrive35i,2017,105100,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,23300
INFINITI,QX56 Base,2012,110000,Gasoline,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,15600
Ford,F-150 XLT,2019,81778,Gasoline,Automatic,Black,Medium earth gray,None reported,Yes,32769
Lexus,RX 450h Base,2010,168422,Hybrid,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,10900
Maserati,Ghibli S Q4 GranSport,2018,80500,Gasoline,Automatic,Black,Black,None reported,Yes,34900
Volvo,XC90 T6 Momentum,2018,81200,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,28825
Jeep,Wrangler Unlimited Rubicon,2017,20172,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,47500
Hummer,H2 Base,2005,145000,Gasoline,Automatic,Green,Black,None reported,Yes,22500
Ford,Flex Limited,2009,162000,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,7500
Porsche,718 Cayman GT4,2020,13554,Gasoline,Manual,Blue,Black,None reported,Yes,124995
Toyota,Camry XLE,2007,59700,Gasoline,Automatic,Green,Gray,None reported,Yes,9500
BMW,335 i,2009,51983,Gasoline,Manual,Gray,White,None reported,Yes,19999
Chevrolet,Camaro 2SS,2022,22000,Gasoline,Manual,Blue,Black,None reported,Yes,50000
Chevrolet,Silverado 2500 High Country,2022,16000,Diesel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,73995
Bentley,Continental GT V8,2020,33000,Gasoline,Automatic,Beige,Beige,None reported,Yes,188500
Toyota,Sequoia Platinum,2023,1025,Hybrid,Automatic,Black,Black,None reported,Yes,85000
Acura,TL Technology,2013,89190,Gasoline,Automatic,Gray,White,At least 1 accident or damage reported,Yes,15499
Toyota,Highlander Limited,2020,53550,Gasoline,Automatic,Blue,Gray,None reported,Yes,39687
Ford,Edge SEL,2021,56946,Gasoline,Automatic,Silver,Ebony,None reported,Yes,26299
Jaguar,F-TYPE R,2016,11684,Gasoline,Automatic,Black,Black,None reported,Yes,54900
GMC,Yukon XL Denali,2018,45617,Gasoline,Automatic,White,Gray,None reported,Yes,51000
Chevrolet,Suburban LT,2018,75466,Gasoline,Automatic,Gray,Black,None reported,Yes,34500
Maserati,Levante GTS,2021,19513,Gasoline,Automatic,Black,Red / black,At least 1 accident or damage reported,Yes,84645
Mercedes-benz,S-Class S 450,2018,69600,Gasoline,Automatic,Black,Black,None reported,Yes,40888
Mercedes-benz,GL-Class GL 450,2011,138050,Gasoline,Automatic,White,Beige,None reported,Yes,16500
Ford,F-250 Lariat,2017,132269,E85 Flex Fuel,Automatic,Gray,Black,None reported,Yes,35900
Hyundai,Palisade Limited,2020,45815,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,37700
Ford,F-150 XLT,2021,25352,Gasoline,Automatic,Gray,Black,None reported,Yes,48459
Mercedes-benz,R-Class R 350 4MATIC,2008,120000,Gasoline,Automatic,Silver,Black,None reported,Yes,8995
Chevrolet,Camaro 2SS,2018,75151,Gasoline,Manual,Gray,Black,At least 1 accident or damage reported,Yes,45000
Jeep,Wrangler Sport,2016,74139,Gasoline,Manual,Red,Black,None reported,Yes,23000
Chevrolet,1500 Cheyenne,1994,170443,–,Automatic,Red,–,At least 1 accident or damage reported,Yes,6000
Jaguar,XJ6 Vanden Plas,1995,70000,–,Automatic,Gold,–,None reported,Yes,19000
BMW,550 i xDrive,2012,68500,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,17800
Volkswagen,Jetta 1.4T SE,2017,61000,Gasoline,Automatic,White,Black,None reported,Yes,15995
Jaguar,XK8 Base,2001,150000,Gasoline,Automatic,Green,White,At least 1 accident or damage reported,Yes,9875
Porsche,Macan S,2016,46200,Gasoline,Transmission w/Dual Shift Mode,Gray,Gray,At least 1 accident or damage reported,Yes,41500
Mercedes-benz,E-Class E 350,2014,88000,Gasoline,Automatic,Silver,Black,None reported,Yes,15500
Mercedes-benz,GL-Class GL 450 4MATIC,2015,47000,Gasoline,Automatic,Silver,Black,None reported,Yes,30089
Land,Rover Range Rover 3.0L Supercharged HSE,2017,50340,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,47000
Mercedes-benz,E-Class E 350 4MATIC,2010,67800,Gasoline,Automatic,Black,Black,None reported,Yes,13999
Dodge,Dakota Sport,2002,150000,Gasoline,Manual,Black,Gray,At least 1 accident or damage reported,Yes,5500
Chevrolet,Camaro ZL1,2018,13500,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,54000
Hummer,H3 Base,2007,101750,Gasoline,Automatic,White,Black,None reported,Yes,12900
Honda,Odyssey EX-L,2022,18385,Gasoline,Automatic,Red,Beige,None reported,Yes,37950
Nissan,350Z Touring,2008,123500,Gasoline,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes,13500
GMC,Savana 2500 Work Van,2017,117000,E85 Flex Fuel,Automatic,Silver,Silver,None reported,Yes,38000
Mercedes-benz,E-Class E 350 4MATIC,2010,86121,Gasoline,Automatic,Gray,Black,None reported,Yes,13600
Lexus,GX 460 Premium,2020,22466,Gasoline,Automatic,White,Black,None reported,Yes,45900
Nissan,Titan XD SV,2017,80000,Gasoline,Automatic,Silver,Black,None reported,Yes,23800
Chrysler,300 Touring,2020,23152,Gasoline,Automatic,White,White,None reported,Yes,28250
Dodge,Charger R/T,2006,91300,Gasoline,Automatic,Yellow,–,None reported,Yes,9200
Ford,Explorer Platinum,2018,73049,Gasoline,Automatic,Gray,Ebony black,At least 1 accident or damage reported,Yes,30510
Nissan,Titan SV,2021,7250,Gasoline,Automatic,Black,Black,None reported,Yes,38000
Jaguar,E-PACE S,2019,44000,Gasoline,Automatic,Black,Black,None reported,Yes,29000
Ford,F-150 FX4,2014,85500,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,26900
GMC,Acadia Denali,2021,18083,Gasoline,Automatic,Ebony twilight metallic,Jet black,None reported,Yes,43999
Chevrolet,Camaro 1LT,2011,111000,Gasoline,Automatic,Blue,Black,None reported,Yes,10900
GMC,Acadia SLT-2,2013,115000,Gasoline,Automatic,White,Brown,None reported,Yes,14000
Chevrolet,Malibu Premier,2021,33400,Gasoline,Automatic,White,Black,None reported,Yes,28000
Toyota,Sequoia SR5,2007,136000,Gasoline,Automatic,Black,Beige,None reported,Yes,12500
Lexus,IS 350 F Sport,2021,26800,Gasoline,Automatic,Black,Red,None reported,Yes,44000
Dodge,Challenger SRT8,2008,251634,Gasoline,Automatic,Silver,Black,None reported,Yes,10500
Chrysler,300 Touring,2005,119000,Gasoline,Automatic,Blue,Beige,None reported,Yes,3500
Chrysler,Town & Country Touring,2009,111000,Gasoline,Automatic,Blue,Gray,None reported,Yes,7900
Mazda,CX-5 Touring,2016,116500,Gasoline,Automatic,Blue reflex mica,Black,None reported,Yes,14311
Acura,TL 3.2,2005,199296,Gasoline,Automatic,Black,Gray,None reported,Yes,4900
Chevrolet,Corvette Z06 w/2LZ,2023,202,Gasoline,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,179000
Chevrolet,Camaro 2SS,2016,49600,Gasoline,Automatic,Blue,Black,None reported,Yes,32500
Acura,TLX Type S PMC Edition,2023,13600,Gasoline,Automatic,Blue,White,None reported,Yes,65000
Volkswagen,Eos 2.0T,2007,59700,Gasoline,Automatic,Blue,White,None reported,Yes,10000
Dodge,Charger R/T Scat Pack,2018,19000,Gasoline,Transmission w/Dual Shift Mode,Purple,Gray,None reported,Yes,44888
Chevrolet,Corvette Z06,2002,17300,Gasoline,Manual,Black,Black,None reported,Yes,33999
Mercedes-benz,CLA-Class CLA 250,2014,91140,Gasoline,Automatic,Gray,Black,None reported,Yes,13500
BMW,M5 Base,2015,33000,Gasoline,Automatic,Gray,Black,None reported,Yes,65000
Jeep,Wrangler Unlimited Sport,2019,52775,Gasoline,Automatic,Gray,Black,None reported,Yes,39799
Mitsubishi,Lancer Sportback ES,2011,113000,Gasoline,Manual,White,Black,None reported,Yes,5800
Porsche,Macan Base,2022,13000,Gasoline,Automatic,Black,Beige,None reported,Yes,60000
Mercedes-benz,CLK-Class CLK 350,2009,77925,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,16500
Dodge,Challenger SRT8,2011,106500,–,Automatic,White,White,At least 1 accident or damage reported,Yes,22500
Audi,A3 2.0T Premium,2017,137000,Gasoline,Automatic,White,Gray,None reported,Yes,10995
BMW,528 i,2015,111000,Gasoline,Automatic,Gray,–,At least 1 accident or damage reported,Yes,15000
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,49208,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,62425
Audi,S5 3.0T Prestige,2018,44000,Gasoline,Automatic,Gray,Black,None reported,Yes,39000
Porsche,718 Boxster Base,2017,26000,Gasoline,Automatic,Gray,Black,None reported,Yes,45500
Chevrolet,Corvette Stingray w/2LT,2020,1800,Gasoline,Automatic,Blue,Black,None reported,Yes,76000
Maserati,Quattroporte S,2012,50000,Gasoline,Automatic,White,Black,None reported,Yes,26497
Mercedes-benz,AMG GT C,2020,15000,Gasoline,Automatic,Gray,Black,None reported,Yes,129000
Mazda,Mazda6 i Touring,2016,119500,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,15000
Porsche,Macan S,2016,50000,Gasoline,Automatic,Blue,Red,None reported,Yes,36000
Genesis,G70 3.3T Advanced,2019,48000,Gasoline,Automatic,Black,Black,None reported,Yes,29999
Audi,Q5 2.0T Premium Plus,2018,50400,Gasoline,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,28500
BMW,335 i xDrive,2012,153600,Gasoline,Manual,Black,Black,None reported,Yes,17500
Land,Rover Range Rover P530 SE,2023,1869,Gasoline,Automatic,Eiger grey,Deep garnet,None reported,Yes,164725
Dodge,Durango SRT 392,2022,31917,Gasoline,Automatic,Gray,Black,None reported,Yes,64683
BMW,M3 Base,2016,56235,Gasoline,Manual,Orange,Orange,None reported,Yes,50500
Ford,Fiesta ST,2019,28724,Gasoline,Manual,Gray,Black,At least 1 accident or damage reported,Yes,18300
Lincoln,MKS Base,2015,124400,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,9500
Chevrolet,Tahoe Premier,2020,137000,Gasoline,Automatic,Black,Black,None reported,Yes,46000
Ferrari,F430 Berlinetta,2005,38686,Gasoline,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,99999
Ford,F-250 Platinum,2022,6600,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,72900
Mercedes-benz,SLK-Class SLK280 Roadster,2007,67200,Gasoline,Automatic,Silver,Black,None reported,Yes,11500
BMW,X5 PHEV xDrive45e,2023,15736,Plug-In Hybrid,Automatic,Blue,Brown,None reported,Yes,67900
Mercedes-benz,E-Class E500,2005,153460,Gasoline,Automatic,Gold,Gold,At least 1 accident or damage reported,Yes,5800
Acura,TL 3.7,2012,70000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15051
Hyundai,Equus Signature,2011,143898,Gasoline,Automatic,Gray,Brown,None reported,Yes,9950
Mercedes-benz,SL-Class SL500 Roadster,2003,26190,Gasoline,Automatic,Gold,Beige,None reported,Yes,22000
Toyota,Land Cruiser Base,2000,209193,Gasoline,Automatic,Black,Beige,None reported,Yes,15900
RAM,2500 Big Horn,2018,27839,Gasoline,Automatic,Granite crystal clearcoat metallic,Diesel gray / black,None reported,Yes,41688
Porsche,Macan S,2022,20250,Gasoline,Automatic,White,Beige,None reported,Yes,68500
Mercedes-benz,E-Class E 350,2014,35000,Gasoline,Automatic,Red,Beige,None reported,Yes,29998
Dodge,Magnum Base,2006,133255,Gasoline,Automatic,Silver,Gray,None reported,Yes,4000
Mercedes-benz,E-Class E 550,2014,43690,Gasoline,Automatic,Black,Black,None reported,Yes,23500
Toyota,Tundra Platinum,2023,8800,Gasoline,Automatic,Silver,Black,None reported,Yes,68500
Mercedes-benz,AMG GT 53 Base,2022,2235,Hybrid,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,110000
Buick,Enclave Avenir,2019,121521,Gasoline,Automatic,Dark slate metallic,Ebony / ebony accents,None reported,Yes,26772
Porsche,911 GT3,2015,23700,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,144940
BMW,328 i,2013,124000,Gasoline,Automatic,White,Beige,None reported,Yes,11900
Acura,ILX Premium Package,2018,32260,Gasoline,Automatic,Black,Black,None reported,Yes,20999
Lexus,GX 460 Base,2015,92000,Gasoline,Automatic,Black,Black,None reported,Yes,28000
Toyota,Land Cruiser Base,2010,269885,Gasoline,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,22500
Chevrolet,Corvette Base,2008,51855,Gasoline,Automatic,Red,Red,None reported,Yes,35900
Mazda,Mazda6 i Touring,2015,124000,Gasoline,Manual,White,Beige,At least 1 accident or damage reported,Yes,12900
Jaguar,F-TYPE R,2015,26000,Gasoline,Automatic,Blue,Red,None reported,Yes,52500
Audi,A3 2.0T Premium,2018,36500,Gasoline,Automatic,Gray,Silver,At least 1 accident or damage reported,Yes,25500
Chevrolet,Camaro 2SS,2022,1400,Gasoline,Automatic,Black,Black,None reported,Yes,54900
Jeep,Wrangler Unlimited Sport S,2018,17000,Gasoline,Automatic,Black,Black,None reported,Yes,38500
Honda,Civic Sport,2021,42750,Gasoline,Automatic,Black,Black,None reported,Yes,25698
Porsche,Cayman Base,2011,67998,Gasoline,Manual,White,Beige,None reported,Yes,30000
Ford,Mustang GT,2008,64500,Gasoline,Manual,Black,Red,At least 1 accident or damage reported,Yes,16000
Toyota,FJ Cruiser Base,2007,102000,Gasoline,Manual,Blue,Black,None reported,Yes,24900
Land,Rover Discovery SE,2004,145000,Gasoline,Automatic,Green,Beige,None reported,Yes,15500
Porsche,718 Boxster S,2018,50000,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,55000
Chevrolet,Corvette Base,2004,37622,Gasoline,Automatic,Blue,Beige,None reported,Yes,25500
Toyota,Avalon Limited,2006,89987,Gasoline,Automatic,Green,Beige,None reported,Yes,9499
INFINITI,QX80 Base,2015,136390,Gasoline,Automatic,Black obsidian,Black,None reported,Yes,20470
Cadillac,DeVille Base,1994,90000,–,Automatic,Green,Beige,At least 1 accident or damage reported,Yes,2990
Chevrolet,Camaro 2SS,2015,27000,Gasoline,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,33000
Jeep,Liberty Renegade,2004,144770,Gasoline,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes,6500
Toyota,4Runner Trail,2011,157000,Gasoline,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,23500
BMW,328 i xDrive,2010,132000,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,8500
Ford,Excursion Limited Ultimate,2002,137000,Diesel,Automatic,Gold,Gold,None reported,Yes,15000
Lexus,IS 300 Base,2018,50992,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,28000
Cadillac,CTS Performance,2010,105760,Gasoline,Automatic,Black,Black,None reported,Yes,12900
Lexus,LC 500 Base,2018,29800,Gasoline,Automatic,Black,Black,None reported,Yes,68495
BMW,540 i xDrive,2019,21000,Gasoline,Transmission w/Dual Shift Mode,Blue,Black,At least 1 accident or damage reported,Yes,42000
Chevrolet,Corvette Base,1998,152195,Gasoline,Automatic,Black,Black,None reported,Yes,9900
Hummer,H2 Base,2006,169900,Gasoline,Automatic,Orange,Black,At least 1 accident or damage reported,Yes,16900
Volvo,XC90 3.2,2008,196000,Gasoline,Automatic,Black,Beige,None reported,Yes,6499
Jeep,Wrangler Unlimited Sahara,2009,180036,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,9100
Land,Rover Discovery HSE LUXURY,2017,57918,Gasoline,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,33500
BMW,340 i,2017,98600,Gasoline,Automatic,Silver,Black,None reported,Yes,26500
Ford,F-250 Lariat,2018,120000,Diesel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,55000
BMW,M3 Competition,2022,14269,Gasoline,Automatic,Gray,Orange,None reported,Yes,80000
Lexus,LC 500 Base,2022,6875,Gasoline,Automatic,White,Black,None reported,Yes,89000
BMW,750 i,2009,74600,Gasoline,Automatic,White,Brown,None reported,Yes,15000
Audi,A7 3.0T Premium,2019,45900,Hybrid,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,41500
Ford,F-150 XL,2021,88883,Gasoline,Automatic,Agate black metallic,Black,None reported,Yes,33172
Dodge,Grand Caravan R/T,2013,43000,E85 Flex Fuel,Automatic,Red,Black,None reported,Yes,35000
Ford,Focus SE,2018,33700,E85 Flex Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,12000
RAM,2500 Big Horn,2016,95115,Diesel,Automatic,Bright white clearcoat,Diesel gray / black,None reported,Yes,43640
Chevrolet,Corvette Base,2007,20200,Gasoline,Automatic,Red,Red,None reported,Yes,27500
Audi,allroad 2.0T Prestige,2013,104457,Gasoline,Automatic,Silver,Black,None reported,Yes,17900
Chevrolet,Express 2500 Work Van,2017,76000,Gasoline,Automatic,Silver,–,None reported,Yes,41400
Chevrolet,Traverse High Country,2020,56247,Gasoline,Automatic,Stone gray metallic,Jet black,None reported,Yes,39244
Jeep,Wrangler S,1994,50750,–,Manual,Blue,Gray,None reported,Yes,15000
Acura,ILX Technology Plus Package,2016,61000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,21000
Ford,F-150 XLT,2021,24207,Gasoline,Automatic,Black,–,None reported,Yes,43430
Chevrolet,Corvette Z06,2006,21000,Gasoline,Manual,Silver,Black,None reported,Yes,47500
Cadillac,CTS 3.6L Premium Luxury,2019,136150,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,22500
BMW,M3 Base,2009,78414,Gasoline,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,28750
Mazda,Mazda3 FWD w/Preferred Package,2019,60800,Gasoline,Automatic,Red,Beige,None reported,Yes,19900
Lincoln,Town Car Signature,2003,142215,Gasoline,Automatic,Gray,Beige,None reported,Yes,5000
Mercedes-benz,SL-Class SL550 Roadster,2007,150000,Gasoline,Automatic,Black,Black,None reported,Yes,8000
Ford,Mustang GT,1998,49170,Gasoline,Automatic,Silver,Black,None reported,Yes,12500
Chevrolet,Suburban 1500 LT,2015,167500,Gasoline,Automatic,Silver,Black,None reported,Yes,18000
Ford,Fusion SE,2016,110450,Gasoline,Automatic,Silver,Brown,None reported,Yes,11000
Audi,S4 3.0T Premium Plus,2014,106000,Gasoline,Manual,Gray,Black,At least 1 accident or damage reported,Yes,23000
Chevrolet,Suburban Premier,2017,92728,Gasoline,Automatic,White,Black,None reported,Yes,34900
Ford,Bronco Big Bend,2022,17000,Gasoline,Automatic,Gray,–,None reported,Yes,44000
Ford,F-250 XL,2016,75200,E85 Flex Fuel,Automatic,White,Gray,None reported,Yes,22000
Dodge,Challenger SRT Hellcat,2015,1800,Gasoline,Automatic,Green,Black,None reported,Yes,64990
Genesis,G80 3.8,2017,29720,Gasoline,Automatic,Brown,Beige,None reported,Yes,29500
Mercedes-benz,SL-Class SL63 AMG Roadster,2009,56000,Gasoline,Automatic,Black,Black,None reported,Yes,44850
Lexus,LX 570 Three-Row,2020,59419,Gasoline,Automatic,Silver,Beige,None reported,Yes,73000
Kia,Stinger GT2,2018,69100,Gasoline,Automatic,Red,Black,None reported,Yes,32500
Nissan,GT-R Premium,2021,22185,Gasoline,Automatic,Bayside blue,Gray,None reported,Yes,131999
Chevrolet,Trailblazer SS,2008,29586,Gasoline,Automatic,White,Black,None reported,Yes,47900
Chevrolet,Silverado 2500 WT,2021,63866,Gasoline,Automatic,Silver ice metallic,Jet black,None reported,Yes,41885
Mercedes-benz,E-Class E 350,2014,78500,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,17900
Volkswagen,Golf R Base,2022,1067,Gasoline,Automatic,White,Blue,None reported,Yes,48000
Ford,Explorer Limited,2017,152000,Gasoline,Automatic,Gray,Black,None reported,Yes,15499
Honda,Odyssey LX,2011,185000,Gasoline,Automatic,Purple,–,None reported,Yes,8900
Dodge,Ram 2500 SLT Mega Cab,2007,97724,Diesel,Automatic,Red,Gray,None reported,Yes,19998
Honda,Civic LX,2016,111000,Gasoline,Automatic,Blue,Black,None reported,Yes,13000
Ford,F-250 XLT,2019,32268,E85 Flex Fuel,Automatic,White,Gray,None reported,Yes,46500
Land,Rover Range Rover HSE SWB,2020,57785,Hybrid,Automatic,Black,Black,None reported,Yes,63995
BMW,M3 Base,2002,204884,Gasoline,Manual,Silver,Black,At least 1 accident or damage reported,Yes,21500
Hummer,H2 Base,2003,179400,Gasoline,Automatic,White,Brown,At least 1 accident or damage reported,Yes,15000
Mazda,RX-8 R3,2009,57000,Gasoline,Manual,Red,Black,None reported,Yes,14000
Lexus,LX 570 Three-Row,2021,25997,Gasoline,Automatic,Green,Brown,None reported,Yes,87000
Chevrolet,Suburban Z71,2022,36555,Gasoline,Automatic,Summit white,Jet black,None reported,Yes,64288
Mercedes-benz,S-Class S 580 4MATIC,2023,989,Gasoline,Automatic,Black,Black,None reported,Yes,122950
Chevrolet,Corvette Base,2007,28514,Gasoline,Transmission w/Dual Shift Mode,Red,Gray,None reported,Yes,32000
Ford,Mustang GT Premium,2019,10400,Gasoline,Automatic,Red,Gray,None reported,Yes,40000
Chevrolet,Camaro Z28,1999,58800,Gasoline,Automatic,White,White,None reported,Yes,15000
Land,Rover Discovery HSE,2018,85000,Gasoline,Automatic,Gray,Black,None reported,Yes,33000
Jeep,Wrangler SE,2000,95200,Gasoline,Manual,Black,Black,None reported,Yes,11999
Toyota,Highlander XLE,2015,68575,Gasoline,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,26000
Chevrolet,Corvette Grand Sport,2011,12300,Gasoline,Automatic,Red,Black,None reported,Yes,45000
